farm_id,house_id,sex,breed,init_age_days,init_weight_kg,avg_temp_c,humidity_pct,nh3_ppm,co2_ppm,stocking_density,feed_intake_kg,feed_grade,vaccinated,antibiotic_days,adg_kg_day,fcr,market_age_days,mortality
19,5,거세,삼원교잡(LYD),76.3,23.1,29.2,75.8,22.3,955.0,1.43,2.31,표준,0,2,0.718,3.22,204,1
32,4,거세,삼원교잡(LYD),68.8,23.8,20.6,65.7,27.1,965.0,1.24,2.31,고급,1,4,0.968,2.39,163,0
6,2,거세,삼원교잡(LYD),69.9,25.0,19.3,62.2,17.5,1169.0,1.51,1.87,고급,1,2,0.89,2.11,171,0
18,3,암,삼원교잡(LYD),64.9,27.9,19.3,86.3,22.0,2183.0,1.23,2.3,표준,1,5,0.775,2.97,177,0
7,6,암,이원교잡(LY),79.3,26.4,22.3,75.7,9.5,642.0,1.4,2.46,표준,1,1,0.918,2.68,176,0
32,1,암,삼원교잡(LYD),70.8,25.2,19.9,54.6,11.8,1268.0,1.35,2.64,저가,1,4,0.888,2.97,172,0
26,1,암,삼원교잡(LYD),75.4,25.8,15.1,63.9,6.9,1487.0,1.32,2.63,표준,1,2,0.88,2.98,177,0
20,4,암,삼원교잡(LYD),70.1,26.9,16.2,92.4,11.9,2084.0,1.56,3.02,고급,0,1,1.059,2.85,153,0
16,7,암,삼원교잡(LYD),70.4,20.0,26.1,84.8,18.4,2474.0,0.85,2.3,표준,1,3,0.716,3.21,203,0
7,6,거세,삼원교잡(LYD),62.5,28.2,27.1,74.2,16.3,1289.0,1.32,2.47,표준,1,2,0.881,2.8,161,0
37,5,암,삼원교잡(LYD),60.0,22.5,28.4,46.5,25.4,1770.0,1.12,2.12,표준,0,1,0.627,3.38,207,0
26,5,거세,이원교잡(LY),76.3,23.7,22.9,78.3,27.3,1453.0,0.96,2.87,표준,1,3,0.933,3.07,174,0
13,1,거세,삼원교잡(LYD),70.4,26.0,18.0,58.6,14.2,1450.0,1.09,2.03,고급,1,1,0.884,2.3,171,0
17,3,거세,삼원교잡(LYD),71.0,24.8,20.2,78.2,10.9,1637.0,1.15,2.85,저가,0,4,1.04,2.74,158,0
30,1,암,삼원교잡(LYD),63.8,26.5,16.0,57.8,22.0,707.0,1.24,2.81,표준,1,1,0.993,2.83,153,0
29,7,암,삼원교잡(LYD),65.5,25.4,15.9,69.9,22.6,1476.0,1.38,2.06,고급,1,5,0.746,2.77,186,0
19,7,암,삼원교잡(LYD),75.3,24.1,23.0,58.6,17.6,1725.0,1.44,2.61,고급,1,5,0.931,2.8,173,0
13,3,암,삼원교잡(LYD),78.7,29.6,24.2,61.4,19.2,1070.0,1.2,2.44,표준,1,4,0.812,3.0,184,0
27,3,암,삼원교잡(LYD),66.9,27.1,29.8,71.2,18.3,1729.0,1.7,2.18,표준,1,2,0.638,3.41,205,0
27,3,거세,삼원교잡(LYD),73.4,25.9,21.7,51.8,9.1,636.0,1.21,2.26,고급,1,2,1.042,2.17,159,0
24,8,암,이원교잡(LY),71.0,27.1,16.6,88.7,7.7,1547.0,0.81,2.38,표준,0,0,0.843,2.82,175,0
3,4,암,삼원교잡(LYD),69.4,22.9,21.5,54.7,14.7,2171.0,1.21,2.41,저가,1,4,0.785,3.07,187,0
19,7,암,삼원교잡(LYD),79.3,31.5,20.9,54.2,13.8,1391.0,1.31,2.75,표준,1,3,0.918,2.99,170,1
25,4,거세,이원교잡(LY),67.7,21.7,20.0,71.3,16.7,1011.0,0.7,2.47,표준,1,0,0.942,2.62,167,0
39,6,거세,삼원교잡(LYD),76.2,25.3,23.4,77.9,14.2,787.0,1.6,2.07,표준,1,1,0.843,2.45,183,0
22,5,암,이원교잡(LY),71.9,24.1,17.1,61.8,4.8,1695.0,1.28,2.52,고급,1,2,0.967,2.61,166,0
14,3,거세,삼원교잡(LYD),69.9,24.0,22.5,54.3,2.3,1964.0,1.01,1.78,저가,1,1,0.817,2.17,181,0
23,8,거세,삼원교잡(LYD),76.9,23.6,24.6,55.8,19.4,1472.0,1.06,2.18,고급,1,4,0.924,2.36,176,0
8,6,거세,삼원교잡(LYD),71.5,22.7,27.7,54.7,11.0,1268.0,1.49,2.21,고급,1,3,0.834,2.65,182,0
4,7,거세,삼원교잡(LYD),69.5,28.6,23.2,68.1,13.6,535.0,1.52,2.5,고급,1,2,0.973,2.57,158,0
28,8,거세,삼원교잡(LYD),76.9,21.4,26.2,64.3,11.7,1562.0,1.14,2.83,고급,1,1,1.043,2.71,167,0
40,2,암,이원교잡(LY),76.2,28.0,20.2,69.3,9.5,1155.0,0.96,2.37,표준,1,3,0.858,2.76,178,0
34,1,암,이원교잡(LY),76.0,26.9,20.8,68.6,9.4,1184.0,1.33,2.19,저가,1,1,0.782,2.8,189,0
24,5,암,이원교잡(LY),60.0,23.9,27.4,73.2,21.1,2308.0,1.38,2.09,고급,1,5,0.771,2.71,178,0
2,3,거세,삼원교잡(LYD),72.2,26.6,16.5,60.9,13.6,599.0,1.44,2.55,고급,1,6,0.986,2.59,162,0
40,4,거세,삼원교잡(LYD),71.1,24.5,20.4,57.6,18.8,666.0,1.16,2.24,표준,1,3,0.92,2.44,169,0
18,2,거세,삼원교잡(LYD),69.8,21.7,26.5,66.6,19.6,1616.0,1.27,2.15,저가,1,3,0.682,3.15,207,0
12,4,거세,삼원교잡(LYD),73.0,21.7,21.2,64.5,16.9,1307.0,1.31,2.59,저가,0,1,0.893,2.89,177,0
36,4,거세,삼원교잡(LYD),71.3,27.0,20.9,67.5,19.8,1241.0,1.54,2.65,저가,1,3,0.912,2.91,168,0
30,3,암,삼원교잡(LYD),73.4,26.8,20.9,57.9,15.1,1636.0,1.63,2.01,고급,1,3,0.826,2.44,180,0
30,6,암,삼원교잡(LYD),68.7,25.7,22.5,71.4,23.2,1628.0,1.7,1.85,표준,1,6,0.669,2.77,202,0
12,5,암,삼원교잡(LYD),77.5,23.8,26.3,53.2,19.9,1013.0,1.63,2.27,표준,0,1,0.641,3.54,220,0
40,4,거세,삼원교잡(LYD),73.9,24.4,25.7,60.6,20.7,1204.0,1.75,1.96,고급,0,4,0.797,2.46,187,1
19,1,거세,삼원교잡(LYD),72.7,24.0,22.0,76.3,9.4,1525.0,1.55,1.92,표준,0,1,0.748,2.56,194,0
22,5,거세,삼원교잡(LYD),72.5,19.8,26.4,53.7,16.6,1584.0,1.15,1.99,표준,1,2,0.7,2.84,208,0
31,2,거세,이원교잡(LY),75.8,25.2,23.4,75.5,4.0,1742.0,1.68,2.61,표준,1,1,0.993,2.63,166,0
27,3,암,삼원교잡(LYD),75.1,26.6,25.4,50.9,23.4,1208.0,0.96,2.5,고급,1,0,0.85,2.94,179,0
7,4,거세,삼원교잡(LYD),69.4,25.2,17.9,49.1,11.3,1674.0,1.89,3.04,표준,1,1,1.029,2.95,157,0
13,2,암,삼원교잡(LYD),75.0,30.3,29.0,50.1,12.1,1975.0,1.06,2.11,표준,1,1,0.645,3.27,206,0
15,4,암,삼원교잡(LYD),70.9,22.0,22.9,66.2,6.8,1523.0,1.52,2.7,고급,1,1,1.005,2.68,163,0
38,3,거세,삼원교잡(LYD),79.6,23.0,11.0,72.3,14.8,1449.0,1.66,2.45,고급,0,6,0.923,2.65,179,0
29,7,거세,이원교잡(LY),75.5,25.4,28.6,77.9,13.4,1382.0,1.41,2.13,표준,1,0,0.682,3.13,207,0
15,7,거세,삼원교잡(LYD),66.9,25.7,22.0,77.1,25.9,1191.0,0.79,2.26,고급,1,4,0.942,2.4,162,0
30,1,거세,삼원교잡(LYD),81.7,19.3,20.4,73.6,20.2,1031.0,1.06,2.13,고급,1,4,0.941,2.27,183,0
30,5,암,삼원교잡(LYD),60.0,26.8,19.6,56.7,11.9,1351.0,1.39,2.38,고급,1,4,0.857,2.77,163,0
16,6,암,삼원교잡(LYD),73.2,25.7,23.8,56.6,5.0,1725.0,1.46,2.6,고급,1,4,0.971,2.67,165,0
17,4,암,이원교잡(LY),66.5,18.6,18.4,72.9,2.0,1055.0,1.26,2.19,고급,1,3,0.911,2.4,172,0
36,4,암,이원교잡(LY),79.4,24.6,19.7,79.2,8.8,1462.0,1.32,2.55,표준,1,6,0.92,2.78,178,0
23,7,거세,삼원교잡(LYD),71.3,22.6,19.8,54.7,7.0,1404.0,0.93,2.68,표준,1,1,1.01,2.65,163,0
6,4,거세,이원교잡(LY),66.0,23.6,20.8,77.9,17.1,2389.0,1.74,2.75,고급,1,3,0.963,2.85,161,0
29,1,거세,삼원교잡(LYD),68.7,21.0,19.9,45.8,14.1,1861.0,1.21,1.95,표준,1,3,0.803,2.43,186,0
24,3,거세,삼원교잡(LYD),66.4,26.2,25.4,68.9,15.1,1853.0,1.5,2.29,고급,1,0,0.863,2.65,169,0
21,3,암,이원교잡(LY),68.5,30.3,23.1,64.0,9.3,1960.0,1.65,2.51,고급,1,2,0.93,2.7,160,0
30,4,거세,삼원교잡(LYD),68.4,25.8,23.6,63.0,15.9,1227.0,1.01,1.97,표준,0,3,0.839,2.35,175,0
37,2,거세,이원교잡(LY),66.2,18.5,24.4,65.3,6.5,2188.0,1.33,1.91,저가,1,3,0.693,2.75,206,0
14,2,거세,삼원교잡(LYD),71.4,25.9,21.6,56.5,14.5,1580.0,1.37,2.29,고급,1,3,0.993,2.31,161,0
17,8,거세,삼원교잡(LYD),72.0,24.4,17.9,69.5,20.0,1478.0,1.24,2.18,표준,1,4,0.902,2.41,172,0
8,2,암,삼원교잡(LYD),65.0,21.7,29.2,65.6,12.8,893.0,1.53,2.25,표준,1,2,0.764,2.94,187,0
26,6,거세,이원교잡(LY),61.7,26.1,25.7,74.4,17.7,1299.0,1.13,2.16,표준,1,1,0.871,2.48,164,0
17,6,거세,삼원교잡(LYD),71.6,27.6,28.5,80.9,3.1,617.0,1.31,2.95,표준,1,2,0.981,3.01,161,0
14,5,거세,이원교잡(LY),72.7,23.0,26.1,66.3,2.7,1376.0,1.21,2.16,표준,0,6,0.832,2.6,183,0
28,8,암,삼원교잡(LYD),73.7,20.1,20.2,56.8,17.0,1212.0,1.88,2.48,저가,1,2,0.708,3.5,208,1
17,1,암,삼원교잡(LYD),72.8,19.0,12.6,53.6,21.3,1301.0,1.13,2.46,표준,1,1,0.792,3.1,194,0
19,3,암,삼원교잡(LYD),77.9,23.0,17.1,82.0,13.6,807.0,1.49,1.79,저가,1,2,0.691,2.6,211,0
18,2,거세,삼원교잡(LYD),75.0,24.5,24.5,80.7,27.9,1852.0,1.75,2.74,표준,1,4,0.82,3.34,185,1
11,5,거세,삼원교잡(LYD),83.4,23.5,21.6,73.9,6.3,1796.0,1.07,2.49,저가,1,1,0.901,2.76,185,0
6,6,암,삼원교잡(LYD),85.0,23.0,20.3,65.6,10.9,2345.0,1.32,2.35,저가,1,4,0.81,2.9,199,0
34,8,거세,삼원교잡(LYD),61.2,26.7,12.0,73.2,15.8,2331.0,1.05,2.62,표준,1,1,0.853,3.07,165,0
4,4,거세,삼원교잡(LYD),60.0,26.4,21.9,78.0,17.8,1578.0,0.8,2.29,표준,1,1,0.983,2.32,150,0
13,2,암,삼원교잡(LYD),70.0,25.6,17.7,58.8,11.5,2012.0,1.1,2.56,저가,1,4,0.869,2.95,173,0
27,8,거세,이원교잡(LY),72.5,27.4,19.1,65.3,8.6,1631.0,1.16,1.74,표준,1,4,0.805,2.16,181,0
6,6,거세,삼원교잡(LYD),69.6,23.0,25.4,53.9,18.7,1286.0,1.17,2.55,표준,1,2,0.917,2.78,170,0
27,7,암,이원교잡(LY),73.5,21.7,17.9,63.7,15.8,1361.0,1.23,2.36,고급,1,0,0.874,2.69,180,0
30,4,거세,삼원교잡(LYD),68.6,23.4,18.3,80.4,12.9,1819.0,1.3,2.36,고급,1,2,0.97,2.43,163,0
27,4,거세,이원교잡(LY),66.5,23.2,22.7,75.8,18.0,3544.0,1.0,2.05,고급,1,0,0.855,2.39,174,0
13,4,거세,삼원교잡(LYD),67.3,18.8,25.5,66.4,14.2,2083.0,1.39,2.23,고급,1,2,0.789,2.83,189,0
1,6,암,삼원교잡(LYD),69.0,23.4,20.4,38.1,14.2,1623.0,1.6,2.23,표준,1,1,0.801,2.78,183,0
36,2,거세,삼원교잡(LYD),74.2,28.3,27.9,58.4,13.9,1742.0,1.63,1.96,표준,1,1,0.77,2.54,187,0
14,8,거세,삼원교잡(LYD),67.6,27.4,16.9,66.0,10.1,1737.0,1.23,2.41,고급,0,1,1.023,2.35,153,0
33,2,암,삼원교잡(LYD),68.6,26.6,16.2,62.8,9.5,1455.0,1.52,2.77,표준,1,2,0.912,3.04,165,0
8,4,암,삼원교잡(LYD),72.9,25.4,15.8,65.3,11.8,1878.0,1.13,1.87,고급,1,3,0.779,2.4,188,0
7,3,암,이원교잡(LY),69.0,29.3,15.4,67.4,15.2,1422.0,1.21,2.45,표준,0,2,0.754,3.25,183,0
32,6,거세,삼원교잡(LYD),75.6,21.8,23.3,59.7,3.8,994.0,1.4,2.17,표준,1,2,0.93,2.34,176,0
38,6,거세,삼원교잡(LYD),65.4,22.1,18.1,64.9,20.7,1741.0,1.22,2.14,저가,1,1,0.79,2.71,183,0
35,8,암,이원교잡(LY),64.3,28.4,16.4,63.5,15.1,1808.0,0.98,2.32,표준,1,2,0.819,2.84,170,0
31,7,암,삼원교잡(LYD),71.5,25.1,23.5,58.0,8.6,1427.0,1.51,2.33,표준,1,3,0.755,3.08,191,0
10,2,거세,삼원교잡(LYD),72.0,23.0,25.3,83.5,24.7,1655.0,1.09,2.36,표준,1,3,0.752,3.13,194,0
37,2,암,이원교잡(LY),65.7,26.7,26.2,60.2,15.3,1980.0,1.17,1.96,표준,1,3,0.7,2.8,192,0
27,8,거세,삼원교잡(LYD),76.7,23.7,25.5,42.5,7.0,1474.0,1.56,2.63,표준,1,0,0.866,3.03,182,0
7,4,암,이원교잡(LY),79.6,22.5,18.3,82.8,24.4,1276.0,1.43,2.32,저가,1,1,0.75,3.1,203,0
6,1,암,이원교잡(LY),66.9,22.4,23.1,56.5,23.1,1145.0,1.34,2.48,표준,1,1,0.848,2.92,176,0
35,7,거세,삼원교잡(LYD),77.4,26.0,24.0,74.0,9.5,1373.0,0.93,2.66,저가,1,7,0.882,3.02,178,0
12,6,암,삼원교잡(LYD),60.0,25.6,20.1,58.2,13.1,2267.0,1.01,1.72,저가,1,3,0.676,2.55,192,0
31,1,암,삼원교잡(LYD),75.4,29.6,22.7,70.7,12.3,1401.0,1.4,2.49,저가,0,3,0.768,3.24,187,0
6,7,거세,이원교잡(LY),65.7,24.1,17.0,64.5,3.7,1680.0,1.46,2.25,표준,1,4,0.934,2.41,163,0
12,5,거세,이원교잡(LY),74.9,24.1,19.5,75.0,16.9,1338.0,1.36,2.61,고급,1,2,1.133,2.3,155,0
12,5,암,삼원교잡(LYD),65.2,29.3,23.5,62.9,20.1,1295.0,1.18,2.06,표준,1,2,0.741,2.78,181,0
12,7,거세,삼원교잡(LYD),69.7,28.0,28.0,58.4,18.9,1060.0,1.17,2.58,저가,1,2,0.853,3.03,172,0
27,4,거세,삼원교잡(LYD),65.9,25.4,26.6,67.6,15.2,1550.0,1.35,1.98,저가,1,2,0.735,2.7,188,0
37,4,거세,삼원교잡(LYD),68.9,20.3,24.6,61.2,20.7,1241.0,0.99,2.42,저가,1,2,0.819,2.96,185,0
37,5,암,이원교잡(LY),79.1,22.6,22.3,45.7,8.2,2137.0,1.32,2.39,표준,0,3,0.88,2.71,184,0
30,2,거세,삼원교잡(LYD),69.5,21.8,21.7,59.0,25.9,1446.0,0.95,2.25,저가,1,3,0.761,2.96,192,0
9,2,암,삼원교잡(LYD),80.6,25.1,16.2,93.7,10.4,1478.0,1.04,1.99,표준,1,0,0.774,2.57,197,0
39,7,거세,이원교잡(LY),68.1,23.5,18.7,46.8,11.0,1410.0,1.34,2.19,표준,1,2,0.857,2.55,175,0
22,2,거세,삼원교잡(LYD),77.5,29.8,18.8,67.4,11.5,1686.0,1.45,2.58,표준,1,7,1.003,2.57,162,0
22,5,암,삼원교잡(LYD),61.9,20.3,24.3,62.6,11.1,2245.0,1.39,2.75,표준,1,1,0.883,3.11,169,0
29,3,거세,삼원교잡(LYD),68.6,21.5,25.8,83.4,13.8,980.0,1.02,2.89,표준,0,2,0.917,3.15,170,0
31,2,거세,삼원교잡(LYD),67.3,25.7,24.9,53.9,13.6,1639.0,0.83,2.46,표준,1,1,0.87,2.83,170,0
39,5,거세,삼원교잡(LYD),77.7,26.6,26.7,66.0,15.8,716.0,1.3,2.38,표준,1,5,0.863,2.75,180,0
24,7,암,삼원교잡(LYD),70.9,18.0,22.3,71.9,10.1,2112.0,0.83,2.43,표준,1,3,0.9,2.7,179,0
25,4,거세,삼원교잡(LYD),60.0,19.8,18.1,63.2,16.0,1446.0,1.54,2.88,고급,1,3,0.981,2.94,157,0
30,2,거세,삼원교잡(LYD),63.4,24.2,21.8,57.3,8.5,753.0,1.03,2.46,표준,1,4,1.013,2.42,153,0
11,2,거세,삼원교잡(LYD),64.9,29.1,19.1,64.8,19.4,862.0,1.86,2.33,고급,1,3,0.842,2.76,167,0
13,2,거세,삼원교잡(LYD),74.7,30.7,24.6,61.9,19.3,1907.0,1.06,2.22,고급,1,5,0.867,2.56,172,0
26,8,거세,이원교잡(LY),74.0,23.8,20.6,61.9,15.0,668.0,1.42,2.25,고급,1,0,0.927,2.43,172,1
3,3,암,삼원교잡(LYD),68.5,24.5,21.6,74.3,11.1,1639.0,1.12,2.42,고급,0,4,0.884,2.73,171,0
13,3,거세,삼원교잡(LYD),67.3,22.5,24.8,69.0,16.9,1286.0,1.26,2.07,저가,1,4,0.677,3.06,204,0
29,1,거세,이원교잡(LY),73.6,26.9,19.0,70.5,9.7,1403.0,1.35,2.11,표준,1,1,0.892,2.37,172,0
40,4,암,삼원교잡(LYD),64.4,29.6,25.9,68.3,15.2,1163.0,1.52,2.28,표준,1,1,0.781,2.92,174,0
21,8,암,삼원교잡(LYD),72.3,28.8,16.6,74.6,14.1,1024.0,1.55,2.16,표준,1,3,0.771,2.81,184,0
16,4,거세,이원교잡(LY),71.9,24.9,23.2,78.0,30.8,1256.0,1.48,2.48,표준,1,3,0.86,2.88,177,0
18,6,거세,삼원교잡(LYD),68.6,22.5,21.6,62.1,7.6,1786.0,1.56,2.5,저가,1,1,0.841,2.98,179,0
28,2,거세,삼원교잡(LYD),72.0,25.0,25.3,73.2,2.0,1354.0,1.15,2.38,표준,1,1,0.938,2.54,168,0
22,2,암,삼원교잡(LYD),70.5,29.1,16.5,52.0,11.2,1711.0,1.46,2.45,고급,1,0,0.923,2.65,164,0
1,6,거세,삼원교잡(LYD),72.5,23.8,15.9,42.5,4.7,1379.0,1.21,2.34,저가,1,3,0.884,2.64,176,0
22,1,거세,삼원교잡(LYD),63.3,19.6,25.0,83.3,10.6,1806.0,1.55,1.5,표준,1,4,0.693,2.17,201,0
17,4,거세,삼원교잡(LYD),73.1,23.9,20.4,61.7,7.2,1707.0,1.33,2.04,저가,1,4,0.852,2.39,180,0
29,3,거세,삼원교잡(LYD),75.1,24.2,21.6,67.5,9.6,1230.0,1.46,2.51,저가,1,0,0.904,2.78,176,0
36,1,거세,이원교잡(LY),71.6,19.5,19.4,52.7,8.6,1023.0,1.37,2.05,표준,1,3,0.853,2.4,183,0
39,5,거세,삼원교잡(LYD),73.0,25.7,25.7,52.3,20.8,1978.0,1.49,2.56,저가,1,1,0.755,3.39,191,0
25,8,암,삼원교잡(LYD),69.5,26.5,23.2,57.9,14.7,1093.0,1.1,2.57,고급,1,2,0.977,2.63,160,0
15,1,암,삼원교잡(LYD),74.5,30.6,23.0,71.4,21.5,1750.0,0.91,2.22,표준,1,7,0.772,2.88,184,0
18,7,암,이원교잡(LY),70.3,21.0,17.3,59.8,15.2,1516.0,1.55,2.12,표준,1,2,0.736,2.89,198,0
8,5,암,삼원교잡(LYD),64.3,27.2,24.0,61.6,20.6,1268.0,1.64,2.3,저가,0,0,0.679,3.39,194,0
38,6,거세,삼원교잡(LYD),74.1,27.9,18.0,57.6,13.2,1715.0,1.27,2.29,표준,0,2,0.819,2.79,180,1
34,1,암,삼원교잡(LYD),61.8,26.6,19.4,76.7,24.6,2184.0,1.5,2.49,고급,1,3,0.873,2.85,163,0
35,7,암,삼원교잡(LYD),71.4,22.0,16.5,73.7,17.8,1813.0,0.89,1.6,고급,1,3,0.755,2.12,195,0
14,1,암,삼원교잡(LYD),68.1,21.8,21.4,60.2,10.3,1565.0,1.14,2.08,표준,1,5,0.77,2.7,189,0
13,8,암,이원교잡(LY),67.8,25.3,26.3,71.8,18.7,2311.0,1.32,2.0,표준,1,4,0.68,2.94,200,1
35,6,거세,삼원교잡(LYD),70.9,25.3,22.9,62.5,15.2,663.0,0.87,1.54,표준,1,2,0.765,2.02,188,0
22,3,거세,삼원교잡(LYD),66.5,23.3,20.2,61.6,13.8,944.0,0.92,2.15,표준,1,2,0.782,2.75,184,0
29,1,거세,삼원교잡(LYD),72.6,28.9,22.4,64.5,15.6,1268.0,1.34,1.85,표준,0,4,0.843,2.19,175,0
20,5,거세,삼원교잡(LYD),70.3,23.8,22.4,71.4,19.5,2210.0,1.15,2.18,고급,1,2,0.898,2.43,172,0
18,1,거세,삼원교잡(LYD),66.9,19.3,22.3,56.1,2.3,1971.0,1.21,2.15,고급,1,5,0.941,2.29,169,0
26,5,거세,삼원교잡(LYD),76.7,24.3,22.7,70.0,12.9,642.0,1.2,2.44,저가,1,4,0.884,2.76,179,0
33,7,거세,삼원교잡(LYD),71.0,26.4,17.8,90.0,19.1,1282.0,0.98,2.22,표준,1,3,0.831,2.68,178,0
14,3,암,삼원교잡(LYD),73.2,26.0,22.4,66.8,16.5,838.0,1.25,1.79,표준,1,6,0.715,2.51,198,0
33,2,암,삼원교잡(LYD),77.1,26.0,15.0,65.4,8.2,1480.0,1.3,2.4,표준,1,0,0.818,2.94,186,0
10,2,암,삼원교잡(LYD),77.0,29.5,24.3,64.2,2.0,1951.0,1.15,3.03,고급,1,2,1.123,2.7,153,0
17,2,거세,삼원교잡(LYD),72.9,21.7,17.6,69.8,25.2,1988.0,1.17,2.62,고급,0,3,1.057,2.48,161,0
37,1,암,삼원교잡(LYD),68.5,23.7,26.7,48.9,13.9,1634.0,1.25,2.5,저가,1,0,0.786,3.19,185,0
39,2,암,삼원교잡(LYD),62.9,29.6,12.2,82.0,24.1,1287.0,1.5,2.24,고급,1,3,0.79,2.84,171,0
37,6,암,이원교잡(LY),71.0,19.1,28.7,74.8,19.8,1452.0,1.28,2.15,고급,1,3,0.707,3.04,207,0
13,3,암,이원교잡(LY),75.5,24.8,15.4,58.6,10.2,1842.0,0.82,2.13,표준,1,2,0.849,2.51,182,0
34,7,거세,이원교잡(LY),71.8,28.7,17.2,65.3,2.0,2674.0,1.0,2.37,저가,1,3,0.873,2.72,171,0
38,7,거세,이원교잡(LY),60.0,28.6,23.2,59.4,12.2,907.0,1.53,1.96,표준,1,3,0.816,2.4,166,0
40,7,암,삼원교잡(LYD),74.4,27.0,24.5,68.0,14.8,2294.0,1.13,2.37,표준,1,4,0.799,2.96,185,0
1,5,암,삼원교잡(LYD),74.7,27.1,20.9,65.6,17.7,1622.0,1.28,2.1,저가,1,3,0.679,3.09,204,0
30,3,거세,삼원교잡(LYD),68.5,21.9,25.6,67.3,8.3,1910.0,1.78,1.79,저가,1,4,0.667,2.68,208,0
40,8,거세,이원교잡(LY),74.9,29.1,18.8,54.7,16.1,1593.0,1.46,2.1,표준,1,4,0.785,2.67,184,1
31,2,거세,삼원교잡(LYD),73.1,21.4,20.4,60.2,16.1,2202.0,0.76,2.68,고급,1,2,1.115,2.4,157,0
10,4,거세,삼원교잡(LYD),66.6,21.6,20.8,76.5,20.9,1665.0,1.66,2.34,표준,1,2,0.83,2.82,179,0
31,4,암,삼원교잡(LYD),76.4,26.2,19.8,59.7,13.2,1176.0,1.34,1.5,저가,1,4,0.601,2.49,224,0
5,6,암,삼원교잡(LYD),63.7,23.5,14.3,38.6,17.7,1725.0,1.39,2.1,표준,0,4,0.688,3.05,197,0
20,5,거세,삼원교잡(LYD),69.7,25.6,21.9,63.5,16.7,2063.0,1.38,2.57,저가,1,5,0.849,3.03,175,0
26,7,거세,삼원교잡(LYD),69.2,26.3,21.5,89.1,20.3,1500.0,1.53,2.21,표준,1,1,0.872,2.53,171,0
19,8,거세,삼원교잡(LYD),65.9,30.3,26.3,73.5,10.1,500.0,1.28,2.46,고급,1,1,0.934,2.63,157,0
28,4,거세,이원교잡(LY),71.5,26.3,16.9,59.2,2.0,1443.0,0.93,2.18,표준,1,3,1.007,2.17,160,0
10,7,암,삼원교잡(LYD),76.6,23.1,19.4,64.5,13.6,1549.0,1.38,2.36,저가,1,4,0.83,2.84,187,0
25,2,암,삼원교잡(LYD),76.2,27.0,26.8,71.8,13.6,1478.0,0.95,2.31,고급,1,3,0.841,2.75,181,0
26,8,암,삼원교잡(LYD),73.6,22.5,23.2,47.4,8.1,1252.0,1.75,2.11,표준,0,1,0.776,2.71,193,0
26,2,거세,삼원교잡(LYD),61.5,27.7,24.2,56.4,6.0,2162.0,1.21,2.47,표준,1,0,0.935,2.64,155,0
12,7,암,삼원교잡(LYD),63.3,25.2,23.8,69.0,11.6,500.0,1.29,2.76,표준,1,2,0.882,3.13,165,0
13,4,암,삼원교잡(LYD),70.8,26.2,23.8,80.9,14.3,1547.0,1.13,2.42,표준,1,3,0.786,3.07,184,0
11,8,거세,삼원교잡(LYD),69.8,19.7,29.3,60.6,15.6,1554.0,1.38,2.33,표준,1,3,0.727,3.21,201,0
19,2,암,삼원교잡(LYD),67.5,18.2,22.4,80.7,2.0,2547.0,1.41,2.05,저가,1,3,0.828,2.47,184,0
24,4,암,삼원교잡(LYD),79.5,20.5,18.0,57.5,4.5,1493.0,1.13,2.58,표준,1,1,0.939,2.75,180,0
15,8,암,이원교잡(LY),70.5,30.2,24.6,35.0,21.8,1723.0,1.41,2.15,표준,1,3,0.749,2.87,184,0
17,1,거세,삼원교잡(LYD),72.7,21.6,19.7,72.4,13.9,1563.0,1.32,2.47,고급,1,0,1.019,2.42,164,0
12,3,거세,삼원교잡(LYD),74.9,27.2,21.6,70.4,15.0,1547.0,1.28,2.53,표준,1,0,0.941,2.69,168,0
9,1,거세,삼원교잡(LYD),70.3,23.1,23.5,72.4,7.0,2381.0,1.11,2.6,고급,1,2,1.016,2.56,161,0
27,3,거세,삼원교잡(LYD),83.0,24.3,18.7,72.0,15.0,944.0,1.88,2.6,고급,1,7,1.059,2.46,169,0
33,4,거세,이원교잡(LY),65.3,24.9,20.0,66.9,12.7,1166.0,1.6,2.59,표준,1,1,0.967,2.68,158,0
12,5,암,삼원교잡(LYD),67.0,29.9,23.9,62.4,11.3,1877.0,1.48,1.92,표준,1,3,0.662,2.91,195,0
35,3,거세,삼원교잡(LYD),65.3,26.8,19.8,62.8,6.2,1628.0,1.58,2.04,고급,1,3,0.841,2.43,170,0
23,2,거세,삼원교잡(LYD),77.8,26.2,25.9,60.4,9.8,1358.0,1.37,1.89,저가,1,4,0.736,2.56,198,0
7,2,암,이원교잡(LY),74.0,28.9,18.1,61.0,26.8,1465.0,1.21,1.87,표준,1,3,0.643,2.91,208,0
15,8,암,삼원교잡(LYD),67.3,23.1,18.0,46.9,12.9,1957.0,0.7,2.76,저가,0,1,0.88,3.13,172,0
1,8,거세,삼원교잡(LYD),65.7,28.2,29.6,52.9,19.7,1743.0,1.0,2.0,저가,0,6,0.55,3.64,223,0
2,2,암,삼원교잡(LYD),76.9,27.7,15.9,63.4,13.8,1144.0,1.84,1.96,표준,1,1,0.688,2.85,204,0
14,2,거세,삼원교잡(LYD),71.8,27.7,21.9,42.6,13.1,1619.0,1.59,2.28,표준,1,2,0.925,2.47,166,0
